573565,A000000,00100,00000,00100CAP REL COSTS-BLDG & FIXT
573565,A000000,00101,00000,00101CAP REL COSTS-BLDG & FIXT - ELM
573565,A000000,00102,00000,00102CAP REL COSTS-BLDG & FIXT - JNU
573565,A000000,00103,00000,00103CAP REL COSTS-BLDG & FIXT - CHS
573565,A000000,00200,00000,00200CAP REL COSTS-MVBLE EQUIP
573565,A000000,00400,00000,00400EMPLOYEE BENEFITS DEPARTMENT
573565,A000000,00401,00000,00401EMPLOYEE BENEFITS - SITKA CAMPU
573565,A000000,00501,00000,00570ADMITTING
573565,A000000,00502,00000,00580PATIENT FINANCIAL SVCS
573565,A000000,00503,00000,00591A&G MEH ONLY
573565,A000000,00504,00000,00590A&G NON MEH
573565,A000000,00505,00000,00560A&G CONSORTIUM
573565,A000000,00700,00000,00700OPERATION OF PLANT
573565,A000000,00701,00000,00701OPERATION OF PLANT-SITKA CAMPUS
573565,A000000,00702,00000,00702OPERATION OF PLANT-JUNEAU CAMPU
573565,A000000,00703,00000,00703OPERATION OF PLANT-FIELD CLINIC
573565,A000000,00704,00000,00704CONSTRUCTION IN PROGRESS
573565,A000000,00800,00000,00800LAUNDRY & LINEN SERVICE
573565,A000000,00900,00000,00900HOUSEKEEPING
573565,A000000,00901,00000,00901HOUSEKEEPING - JUNEAU CAMPUS
573565,A000000,00902,00000,00902HOUSEKEEPING CHS
573565,A000000,01000,00000,01000DIETARY
573565,A000000,01100,00000,01100CAFETERIA
573565,A000000,01300,00000,01300NURSING ADMINISTRATION
573565,A000000,01400,00000,01400CENTRAL SERVICES & SUPPLY
573565,A000000,01500,00000,01500PHARMACY
573565,A000000,01600,00000,01600MEDICAL RECORDS & LIBRARY
573565,A000000,01700,00000,01700SOCIAL SERVICE
573565,A000000,03000,00000,03000ADULTS & PEDIATRICS
573565,A000000,05000,00000,05000OPERATING ROOM
573565,A000000,05200,00000,05200DELIVERY ROOM & LABOR ROOM
573565,A000000,05400,00000,05400RADIOLOGY-DIAGNOSTIC
573565,A000000,06000,00000,06000LABORATORY
573565,A000000,06500,00000,06500RESPIRATORY THERAPY
573565,A000000,06600,00000,06600PHYSICAL THERAPY
573565,A000000,07100,00000,07100MEDICAL SUPPLIES CHARGED TO PAT
573565,A000000,07300,00000,07300DRUGS CHARGED TO PATIENTS
573565,A000000,07500,00000,07500ASC (NON-DISTINCT PART)
573565,A000000,07502,00000,07502MENTAL HEALTH
573565,A000000,07503,00000,07503AUDIOLOGY
573565,A000000,09000,00000,09000CLINIC
573565,A000000,09001,00000,09001CLINIC - ELMC
573565,A000000,09002,00000,09002CLINIC - ARMC
573565,A000000,09003,00000,09003CLINIC - HAINES
573565,A000000,09004,00000,09004CLINIC - FRONT STREET
573565,A000000,09005,00000,09005CLINIC - KAKE
573565,A000000,09006,00000,09006CLINIC - ANGOON
573565,A000000,09007,00000,09007CLINIC - HYDABURG
573565,A000000,09008,00000,09008CLINIC - HOONAH
573565,A000000,09100,00000,09100EMERGENCY
573565,A000000,09200,00000,09200OBSERVATION BEDS (NON-DISTINCT
573565,A000000,19000,00000,19000GIFT  FLOWER  COFFEE SHOP & CAN
573565,A000000,19100,00000,19100RESEARCH
573565,A000000,19103,00000,19103OPTOMETRY
573565,A000000,19104,00000,19104DENTISTRY
573565,A000000,19105,00000,19105ENVIRONMENTAL HEALTH
573565,A000000,19106,00000,19106COMMUNITY HEALTH PROGRAMS
573565,A000000,19108,00000,19108CHS ADMINISTRATIVE
573565,A000000,19109,00000,19109TAKE HOME MEDICAL SUPPLIES
573565,A000000,19110,00000,19110TAKE HOME DRUGS
573565,A000000,19111,00000,19111GUEST MEALS
573565,A000000,19114,00000,19114BILLABLE VACCINES
573565,A000000,19116,00000,19116EMS
573565,A000000,19118,00000,19118RAVENS WAY
573565,A000000,19119,00000,19119BILL BRADY/DEILEE HIT
573565,A000000,19200,00000,19200PHYSICIANS PRIVATE OFFICES
573565,A000000,19201,00000,19201MD  DO  DPM - INPATIENT
573565,A000000,19202,00000,19202MD  DO  DPM - OUTPATIENT
573565,A000000,19203,00000,19203PA  MIDLEVELS - INPATIENT
573565,A000000,19204,00000,19204PA  MIDLEVELS - OUTPATIENT
573565,A000000,19205,00000,19205CLINICAL PSYCH - INPATIENT
573565,A000000,19206,00000,19206CLINICAL PSYCH - OUTPATIENT
573565,A000000,19207,00000,19207LCSW - INPATIENT
573565,A000000,19208,00000,19208LCSW - OUTPATIENT
573565,A000000,19209,00000,19209AUDIOLOGIST - OUTPATIENT
573565,A000000,19210,00000,19210PT/OT/SLP - OUTPATIENT
573565,A000000,19211,00000,19211DENTISTS
573565,A000000,19212,00000,19212PROVIDER-COMMUNITY
573565,A000000,19213,00000,19213PSYCHIATRISTS O/P
573565,A000000,19215,00000,19215PROVIDERS OTH SEARHC
573565,A000000,19216,00000,19216CHAPS LVL 3 & 4
573565,A000000,19217,00000,19217PROVIDER COMMUNITY TIME
573565,A000000,19300,00000,19300NONPAID WORKERS
573565,A000000,19301,00000,19301SITKA MEDICAL CENTER
573565,A000000,19302,00000,19302CHAP CLINICS
